GeneName	GWAS	SNPs	Intergenic	Context
PDE1C	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10951325	0	intron_variant
PDE1C	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs17161045	0	intron_variant
PDE1C	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs215639	0	intron_variant
PDE4B	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs11208844	1	intergenic_variant
PDE4B	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs1392817	0	intron_variant
PDE4B	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs2186122	0	intron_variant
PDE4B	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs61796569	0	intron_variant
PDE4D	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs549961083	1	regulatory_region_variant
PDE8B	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs62362510	0	intron_variant
PDE8B	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7721608	0	intron_variant
PDIA2	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs432925	0	synonymous_variant
PDZD8	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7900191	1	intergenic_variant
PER1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30804565	rs2518022	0	intron_variant
PER1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs58356259	1	intergenic_variant
PER2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs116298301	0	intron_variant
PER2	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26955885;30804565	rs35333999	0	missense_variant
PER2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs58574366	0	intron_variant
PER2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs77942338	0	intron_variant
PER2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs80261926	0	3_prime_UTR_variant
PER3	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs148173313	0	intron_variant
PER3	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs150812083	0	missense_variant
PER3	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs17374439	0	intron_variant
PER3	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs228654	0	intron_variant
PER3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs228726	0	intron_variant
PER3	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs61773374	0	intron_variant
PER3	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs61773390	0	intron_variant
PFKFB4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs62261468	0	intron_variant
PGPEP1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs9636202	1	regulatory_region_variant
PHACTR1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs9357620	0	intron_variant
PHACTR1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs9369915	0	intron_variant
PHACTR1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9381653	0	intron_variant
PHACTR1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9381812	0	intron_variant
PHACTR1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9395520	0	intron_variant
PHBP21	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs4784256	1	intergenic_variant
PHF5A	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9611597	0	intron_variant
PIGK	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:27494321;30804565	rs11162296	1	intergenic_variant
PIGK	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs113240734	1	intergenic_variant
PIGK	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12040629	1	regulatory_region_variant
PIGK	gwas_catalog:EFO_0004354;EFO_0005271;EFO_0007875;EFO_0007876_|_PubMedID:26955885;27992416;28604731	rs76681500	1	intergenic_variant
PIGK	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs77181415	0	intron_variant
PIN1	gwas_catalog:EFO_0005271_|_PubMedID:25469926	rs2287838	0	3_prime_UTR_variant
PITPNC1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs2364972	0	intron_variant
PITPNC1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2916142	0	intron_variant
PITPNC1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2916148	0	intron_variant
PIWIL3	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs6004262	0	intron_variant
PKM	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs8023703	0	intron_variant
PKMP1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11102807	1	intergenic_variant
PKMP1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs35461065	1	intergenic_variant
PKNOX2	gwas_catalog:EFO_0005271_|_PubMedID:25469926	rs731716	0	intron_variant
PLCB4	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs140751744	0	intron_variant
PLCL1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs1064213	0	missense_variant
PLCL1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs11684176	0	intron_variant
PLCL1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs1595824	0	intron_variant
PLCL1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs57862683	0	intron_variant
PLCL1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs6716898	0	intron_variant
PLD2	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs11654671	1	intergenic_variant
PLLP	gwas_catalog:EFO_0005271_|_PubMedID:23728906	rs11640439	0	intron_variant
PLPPR5	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs79746559	0	intron_variant
PLXNA4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs62465218	0	intron_variant
PMFBP1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11643192	1	regulatory_region_variant
PMFBP1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs17604349	1	intergenic_variant
PMFBP1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs35746112	1	intergenic_variant
PMPCA	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs10448340	1	intergenic_variant
PMPCA	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12380242	0	intron_variant
PNMA8A	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs10409958	1	intergenic_variant
PNMA8C	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs10409958	1	intergenic_variant
PNRC1	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs9451146	1	intergenic_variant
POLR2J	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1131359	0	3_prime_UTR_variant
POLR2J3	gwas_catalog:EFO_0004354_|_PubMedID:26955885;27494321	rs372229746	1	regulatory_region_variant
POLR3KP1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs2321993	1	intergenic_variant
POP5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs80097534	1	regulatory_region_variant
POU2F2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs58876439	0	intron_variant
PPM1L	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2306061	0	3_prime_UTR_variant
PPM1L	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs4613509	0	intron_variant
PPM1L	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs6769642	0	intron_variant
PPM1L	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs9831488	0	intron_variant
PPP2R2B	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs1480152	0	intron_variant
PPP2R2D	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12771973	0	intron_variant
PPP2R3A	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs13088093	0	intron_variant
PPP3CA	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2850979	0	intron_variant
PPP5D1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs11670534	0	intron_variant
PRAG1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2979139	1	intergenic_variant
PRAG1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs712255	1	intergenic_variant
PRC1	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs35006130	1	intergenic_variant
PREPL	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2053457	0	intron_variant
PRIMA1	gwas_catalog:EFO_0005271_|_PubMedID:27992416	rs184953371	0	intron_variant
PRIMA1	gwas_catalog:EFO_0005271_|_PubMedID:27992416;28604731	rs61980273	0	intron_variant
PRKCB	gwas_catalog:EFO_0005271_|_PubMedID:30531941;30846698	rs11643715	0	intron_variant
PRKCD	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs151079563	0	intron_variant
PRKG2	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs17427571	1	intergenic_variant
PRKRIP1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1047998	0	3_prime_UTR_variant
PRKRIP1	gwas_catalog:EFO_0004354_|_PubMedID:26955885	rs117530689	0	intron_variant
PRLR	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10058356	0	intron_variant
PRPF3	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs11587758	1	intergenic_variant
PRPF3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2794681	0	intron_variant
PRPF3	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2794682	0	intron_variant
PRPF4B	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs853410	0	intron_variant
PRR7	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs465670	0	intron_variant
PRR7-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs335433	0	intron_variant
PSMC1P5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1559253	1	regulatory_region_variant
PSMC2	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs117430989	0	splice_region_variant
PSMD3	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7222039	1	intergenic_variant
PTPRD	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs10758971	0	intron_variant
PTPRD	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs10976942	1	intergenic_variant
PTPRD	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs12377175	0	intron_variant
PTPRD	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1323591	0	intron_variant
PTPRD	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs34340407	1	intergenic_variant
PTPRD	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6477309	0	intron_variant
PTPRG	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs1608147	0	intron_variant
PTPRJ	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs11602180	0	intron_variant
PTPRJ	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs7939345	1	intergenic_variant
PTPRM	gwas_catalog:EFO_0007875_|_PubMedID:28604731	rs558006880	0	intron_variant
PUM1	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs4642942	0	intron_variant
QARS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11539148	0	missense_variant
R3HDM1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs77248969	1	regulatory_region_variant
R3HDM2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs487722	0	intron_variant
R3HDM2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs6581138	0	intron_variant
RABGAP1L	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs115073088	0	intron_variant
RABGAP1L	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30804565	rs75650221	0	intron_variant
RAD18	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs149611468	0	intron_variant
RAPGEF5	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs34349384	1	intergenic_variant
RASA1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs388340	0	intron_variant
RASA1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs66507804	0	intron_variant
RASA4B	gwas_catalog:EFO_0004354_|_PubMedID:26955885;27494321	rs372229746	1	regulatory_region_variant
RASD1	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26835600;30696823	rs11545787	0	3_prime_UTR_variant
RASD1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2232831	1	TF_binding_site_variant
RASD1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2232839	0	5_prime_UTR_variant
RASD1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30804565	rs3760185	1	intergenic_variant
RASEF	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs11139851	1	intergenic_variant
RASGEF1B	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs17005118	1	intergenic_variant
RASGEF1B	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs41501452	1	regulatory_region_variant
RBBP6	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7196720	1	intergenic_variant
RBBP6	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7203707	1	intergenic_variant
RBFOX1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs3095508	0	intron_variant
RBFOX1	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs6501006	0	intron_variant
RBFOX1	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs77684884	0	intron_variant
RBM19	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs3955311	0	intron_variant
RBM19	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs77531286	0	intron_variant
RBM5	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs62263597	0	non_coding_transcript_exon_variant
RBM6	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12636669	0	intron_variant
RBM6	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs62263597	0	non_coding_transcript_exon_variant
RCCD1	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs35006130	1	intergenic_variant
REEP1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs35160687	0	intron_variant
RELN	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10953388	0	intron_variant
RELN	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs62485867	1	intergenic_variant
RELN	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs6944123	0	intron_variant
RERE	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs301806	0	intron_variant
RFTN2	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs113964240	0	intron_variant
RFTN2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2340688	0	intron_variant
RFX4	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs7304278	0	intron_variant
RGL1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12746073	0	intron_variant
RGS16	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26955885;28604731;30595370;30696823	rs1144566	0	missense_variant
RGS16	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs509476	0	intron_variant
RGS16	gwas_catalog:EFO_0005271;EFO_0004354;EFO_0007875;EFO_0007876_|_PubMedID:27992416;28604731	rs694383	0	3_prime_UTR_variant
RGS16	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7534480	1	intergenic_variant
RGS17	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs112289739	0	intron_variant
RGS7	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6429233	0	intron_variant
RGS7BP	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1459192	1	intergenic_variant
RGS7BP	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs3797051	0	intron_variant
RGS7BP	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs7701529	0	intron_variant
RGSL1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs74340015	0	intron_variant
RHBDL3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12950382	0	intron_variant
RHBDL3	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9915731	0	intron_variant
RHOA	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs62259941	0	intron_variant
RIMS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs2881955	1	intergenic_variant
RN7SKP181	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs12441664	1	intergenic_variant
RN7SKP182	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs75457814	1	intergenic_variant
RN7SL336P	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs9451146	1	intergenic_variant
RN7SL401P	gwas_catalog:EFO_0005271_|_PubMedID:23728906	rs2278331	1	intergenic_variant
RN7SL480P	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs956796	1	intergenic_variant
RN7SL513P	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs9636202	1	regulatory_region_variant
RN7SL685P	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs3100052	1	intergenic_variant
RN7SL685P	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs7814838	1	intergenic_variant
RN7SL714P	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs35099116	1	intergenic_variant
RN7SL831P	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs11165655	1	intergenic_variant
RN7SL831P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2256459	1	regulatory_region_variant
RN7SL831P	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9437742	1	intergenic_variant
RN7SL91P	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4634827	1	intergenic_variant
RNA5SP142	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs6439701	1	intergenic_variant
RNA5SP142	gwas_catalog:EFO_0005271_|_PubMedID:30531941;30846698	rs7616632	1	intergenic_variant
RNA5SP199	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs79036472	1	intergenic_variant
RNA5SP199	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs9314082	1	intergenic_variant
RNA5SP228	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10237162	1	intergenic_variant
RNA5SP228	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs28479767	1	intergenic_variant
RNA5SP228	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs56382918	1	intergenic_variant
RNA5SP228	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs7795541	1	intergenic_variant
RNA5SP286	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs77598468	1	regulatory_region_variant
RNASEL	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26835600;30804565	rs12736689	0	intron_variant
RNASEL	gwas_catalog:EFO_0004354_|_PubMedID:27494321	rs516134	0	intron_variant
RNASEL	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7534480	1	intergenic_variant
RNF10	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4102203	0	intron_variant
RNF10	gwas_catalog:EFO_0004354_|_PubMedID:26955885;28604731	rs542675489	0	intron_variant
RNF123	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs112017743	0	intron_variant
RNF157	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs556389482	0	intron_variant
RNU1-131P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs947088	1	intergenic_variant
RNU1-45P	gwas_catalog:EFO_0007875_|_PubMedID:28604731	rs573716401	1	intergenic_variant
RNU2-17P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10788872	1	intergenic_variant
RNU2-9P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2166559	1	intergenic_variant
RNU4-43P	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs4992300	1	intergenic_variant
RNU4-66P	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs2881955	1	intergenic_variant
RNU5A-2P	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs17005118	1	intergenic_variant
RNU5A-2P	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs17427571	1	intergenic_variant
RNU5A-2P	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs41501452	1	regulatory_region_variant
RNU6-1023P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs35982802	1	intergenic_variant
RNU6-1029P	gwas_catalog:EFO_0008328;EFO_0004354_|_PubMedID:30696823;26835600	rs3731570	1	regulatory_region_variant
RNU6-1037P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs34329963	1	intergenic_variant
RNU6-1037P	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9958145	1	intergenic_variant
RNU6-152P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs141498473	1	intergenic_variant
RNU6-210P	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs11164855	1	regulatory_region_variant
RNU6-210P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs481214	1	intergenic_variant
RNU6-234P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs188004381	1	intergenic_variant
RNU6-234P	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs55694368	1	intergenic_variant
RNU6-234P	gwas_catalog:EFO_0004354_|_PubMedID:27494321	rs75804782	1	intergenic_variant
RNU6-234P;TRAF3IP1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs80271258	1	intergenic_variant
RNU6-400P	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs2389217	1	intergenic_variant
RNU6-400P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4394914	1	intergenic_variant
RNU6-400P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7314943	1	intergenic_variant
RNU6-450P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs58681483	1	intergenic_variant
RNU6-472P	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs12310956	1	intergenic_variant
RNU6-472P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1405024	1	intergenic_variant
RNU6-472P	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs1906136	1	intergenic_variant
RNU6-472P	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs61931739	1	intergenic_variant
RNU6-472P	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs13377754	1	regulatory_region_variant
RNU6-523P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs17712705	1	intergenic_variant
RNU6-566P	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs62135536	1	regulatory_region_variant
RNU6-706P	gwas_catalog:EFO_0005271_|_PubMedID:25469926	rs12165098	1	intergenic_variant
RNU6-976P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4550384	1	intergenic_variant
RNU6ATAC15P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1398346	1	intergenic_variant
RNU6ATAC28P	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs10149448	1	intergenic_variant
ROBO2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs116291712	0	intron_variant
ROBO2	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs11709706	0	intron_variant
ROBO2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11924337	0	intron_variant
ROBO2	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs60194061	0	intron_variant
ROBO2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7429614	0	intron_variant
ROBO2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9876864	0	intron_variant
RP9P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12701263	0	intron_variant
RP9P	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30804565	rs56049037	1	intergenic_variant
RPL11P5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs80097534	1	regulatory_region_variant
RPL12P30	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs621421	1	intergenic_variant
RPL12P30	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs640245	1	intergenic_variant
RPL12P8	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs17712705	1	intergenic_variant
RPL21P17	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs11718454	1	intergenic_variant
RPL23AP56	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1871729	1	intergenic_variant
RPL24P7	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs73050286	1	regulatory_region_variant
RPL26P31	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs271043	1	intergenic_variant
RPL26P31	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4237555	1	intergenic_variant
RPL30P3	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs62120041	1	regulatory_region_variant
RPL30P3	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs79512144	1	intergenic_variant
RPL35AP21	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6560218	1	regulatory_region_variant
RPL6P21	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4027217	1	intergenic_variant
RPL7AP61	gwas_catalog:EFO_0005271_|_PubMedID:25469926	rs9517132	1	intergenic_variant
RPL7P10	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs5016898	1	regulatory_region_variant
RPL7P13	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs2350702	1	intergenic_variant
RPL7P13	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs72831198	1	intergenic_variant
RPRD2	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs11587758	1	intergenic_variant
RPRD2	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs9436116	1	intergenic_variant
RPS10P21	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs495593	1	intergenic_variant
RPS17P5	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs734597	1	intergenic_variant
RPS19P6	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12378543	1	intergenic_variant
RPS26P39	gwas_catalog:EFO_0005271_|_PubMedID:30804565;30846698	rs7915425	1	intergenic_variant
RPS29P8	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs1947198	1	intergenic_variant
RPS6KA6	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4375148	1	intergenic_variant
RPSAP29	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1398346	1	intergenic_variant
RPSAP59	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs5987510	1	regulatory_region_variant
RSL24D1P5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10877962	1	intergenic_variant
RSL24D1P5	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs11174781	1	intergenic_variant
RSL24D1P5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11174782	1	intergenic_variant
RSL24D1P5	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs4547160	1	intergenic_variant
RSL24D1P5	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9788226	1	intergenic_variant
RTN1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs61985058	0	intron_variant
SAMD5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2050185	0	intron_variant
SAMD5	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9399613	0	intron_variant
SAMMSON	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs17007397	1	intergenic_variant
SAMMSON	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs17732997	0	intron_variant
